"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1654408","TRAF7","TNF receptor associated factor 7","84231"
"ILMN_1654411","CCL18","C-C motif chemokine ligand 18","6362"
"ILMN_1654413","","",""
"ILMN_1654415","PTF1A","pancreas specific transcription factor, 1a","256297"
"ILMN_1654421","MPHOSPH9","M-phase phosphoprotein 9","10198"
"ILMN_1654422","ACTN2","actinin alpha 2","88"
"ILMN_1654427","","",""
"ILMN_1654430","","",""
"ILMN_1654445","","",""
"ILMN_1654452","","",""
"ILMN_1654457","TXN2","thioredoxin 2","25828"
"ILMN_1654458","","",""
"ILMN_1654459","SPANXN1","SPANX family member N1","494118"
"ILMN_1654466","PLAC4","placenta specific 4","191585"
"ILMN_1654468","","",""
"ILMN_1654473","ZP1","zona pellucida glycoprotein 1","22917"
"ILMN_1654474","","",""
"ILMN_1654479","GML","glycosylphosphatidylinositol anchored molecule like","2765"
"ILMN_1654488","KDM6A","lysine demethylase 6A","7403"
"ILMN_1654493","","",""
"ILMN_1654496","","",""
"ILMN_1654516","TMEM120A","transmembrane protein 120A","83862"
"ILMN_1654526","","",""
"ILMN_1654541","ATP6V1G2","ATPase H+ transporting V1 subunit G2","534"
"ILMN_1654542","FAM172A","family with sequence similarity 172 member A","83989"
"ILMN_1654543","MED6","mediator complex subunit 6","10001"
"ILMN_1654545","CPSF1","cleavage and polyadenylation specific factor 1","29894"
"ILMN_1654552","MRPS31","mitochondrial ribosomal protein S31","10240"
"ILMN_1654560","TLR6","toll like receptor 6","10333"
"ILMN_1654563","EFNB1","ephrin B1","1947"
"ILMN_1654566","HSPA1L","heat shock protein family A (Hsp70) member 1 like","3305"
"ILMN_1654570","TEKT1","tektin 1","83659"
"ILMN_1654571","FCHO1","FCH domain only 1","23149"
"ILMN_1654583","CHD1","chromodomain helicase DNA binding protein 1","1105"
"ILMN_1654586","RASA3","RAS p21 protein activator 3","22821"
"ILMN_1654588","","",""
"ILMN_1654606","ZDHHC22","zinc finger DHHC-type containing 22","283576"
"ILMN_1654609","","",""
"ILMN_1654612","ZNF589","zinc finger protein 589","51385"
"ILMN_1654626","","",""
"ILMN_1654629","TMEM175","transmembrane protein 175","84286"
"ILMN_1654630","","",""
"ILMN_1654632","RGS7BP","regulator of G-protein signaling 7 binding protein","401190"
"ILMN_1654634","","",""
"ILMN_1654637","","",""
"ILMN_1654639","HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6","55008"
"ILMN_1654641","","",""
"ILMN_1654653","KLC1","kinesin light chain 1","3831"
"ILMN_1654663","CPSF4L","cleavage and polyadenylation specific factor 4 like","642843"
"ILMN_1654672","","",""
"ILMN_1654673","","",""
"ILMN_1654677","RAD9B","RAD9 checkpoint clamp component B","144715"
"ILMN_1654690","CECR5","cat eye syndrome chromosome region, candidate 5","27440"
"ILMN_1654697","ZNF280B","zinc finger protein 280B","140883"
"ILMN_1654703","GPR157","G protein-coupled receptor 157","80045"
"ILMN_1654721","","",""
"ILMN_1654722","MPV17L","MPV17 mitochondrial inner membrane protein like","255027"
"ILMN_1654726","","",""
"ILMN_1654732","","",""
"ILMN_1654737","TRIM32","tripartite motif containing 32","22954"
"ILMN_1654742","GJD4","gap junction protein delta 4","219770"
"ILMN_1654759","CLDN22","claudin 22","53842"
"ILMN_1654766","SLC9B2","solute carrier family 9 member B2","133308"
"ILMN_1654771","","",""
"ILMN_1654772","","",""
"ILMN_1654773","CASK","calcium/calmodulin dependent serine protein kinase","8573"
"ILMN_1654779","","",""
"ILMN_1654786","TRIM6","tripartite motif containing 6","117854"
"ILMN_1654792","","",""
"ILMN_1654851","FAM134A","family with sequence similarity 134 member A","79137"
"ILMN_1654854","MURC","muscle related coiled-coil protein","347273"
"ILMN_1654855","DCX","doublecortin","1641"
"ILMN_1654857","GFY","golgi associated olfactory signaling regulator","100507003"
"ILMN_1654858","","",""
"ILMN_1654861","ACO2","aconitase 2","50"
"ILMN_1654864","BROX","BRO1 domain and CAAX motif containing","148362"
"ILMN_1654866","RANBP2","RAN binding protein 2","5903"
"ILMN_1654870","","",""
"ILMN_1654871","","",""
"ILMN_1654875","CLC","Charcot-Leyden crystal galectin","1178"
"ILMN_1654890","LENG8","leukocyte receptor cluster member 8","114823"
"ILMN_1654893","SCAMP2","secretory carrier membrane protein 2","10066"
"ILMN_1654895","","",""
"ILMN_1654900","","",""
"ILMN_1654915","","",""
"ILMN_1654916","KIF7","kinesin family member 7","374654"
"ILMN_1654922","","",""
"ILMN_1654939","TMED2","transmembrane p24 trafficking protein 2","10959"
"ILMN_1654946","ZSCAN18","zinc finger and SCAN domain containing 18","65982"
"ILMN_1654950","","",""
"ILMN_1654965","","",""
"ILMN_1654973","","",""
"ILMN_1654987","","",""
"ILMN_1654998","","",""
"ILMN_1655026","","",""
"ILMN_1655039","SLC27A4","solute carrier family 27 member 4","10999"
"ILMN_1655046","NUTF2","nuclear transport factor 2","10204"
"ILMN_1655047","","",""
"ILMN_1655068","TOM1L2","target of myb1 like 2 membrane trafficking protein","146691"
"ILMN_1655086","BNC1","basonuclin 1","646"
"ILMN_1655095","","",""
"ILMN_1655096","","",""
"ILMN_1655100","","",""
"ILMN_1655114","ABR","active BCR-related","29"
"ILMN_1655117","WDR19","WD repeat domain 19","57728"
"ILMN_1655126","PI4KAP2","phosphatidylinositol 4-kinase alpha pseudogene 2","375133"
"ILMN_1655136","","",""
"ILMN_1655137","","",""
"ILMN_1655140","","",""
"ILMN_1655144","","",""
"ILMN_1655151","","",""
"ILMN_1655161","MORN1","MORN repeat containing 1","79906"
"ILMN_1655162","","",""
"ILMN_1655163","STK24","serine/threonine kinase 24","8428"
"ILMN_1655165","RNF138","ring finger protein 138","51444"
"ILMN_1655167","ZNF502","zinc finger protein 502","91392"
"ILMN_1655170","","",""
"ILMN_1655171","PCDHGC5","protocadherin gamma subfamily C, 5","56097"
"ILMN_1655177","","",""
"ILMN_1655190","","",""
"ILMN_1655196","","",""
"ILMN_1655206","ZBTB34","zinc finger and BTB domain containing 34","403341"
"ILMN_1655210","BPY2","basic charge, Y-linked, 2","9083"
"ILMN_1655211","","",""
"ILMN_1655225","C19orf25","chromosome 19 open reading frame 25","148223"
"ILMN_1655229","SLC7A11","solute carrier family 7 member 11","23657"
"ILMN_1655230","","",""
"ILMN_1655250","","",""
"ILMN_1655251","KRTAP3-1","keratin associated protein 3-1","83896"
"ILMN_1655261","ERP27","endoplasmic reticulum protein 27","121506"
"ILMN_1655269","C2orf66","chromosome 2 open reading frame 66","401027"
"ILMN_1655275","","",""
"ILMN_1655283","INPP4A","inositol polyphosphate-4-phosphatase type I A","3631"
"ILMN_1655296","UTRN","utrophin","7402"
"ILMN_1655307","FAM136A","family with sequence similarity 136 member A","84908"
"ILMN_1655311","C15orf61","chromosome 15 open reading frame 61","145853"
"ILMN_1655329","RIOK2","RIO kinase 2","55781"
"ILMN_1655334","","",""
"ILMN_1655340","RNF181","ring finger protein 181","51255"
"ILMN_1655341","PLAC8L1","PLAC8 like 1","153770"
"ILMN_1655347","SCGB1A1","secretoglobin family 1A member 1","7356"
"ILMN_1655348","GPR1","G protein-coupled receptor 1","2825"
"ILMN_1655365","CCDC173","coiled-coil domain containing 173","129881"
"ILMN_1655374","SELV","selenoprotein V","348303"
"ILMN_1655377","MRPS22","mitochondrial ribosomal protein S22","56945"
"ILMN_1655380","","",""
"ILMN_1655382","DCLRE1B","DNA cross-link repair 1B","64858"
"ILMN_1655403","ERI2","ERI1 exoribonuclease family member 2","112479"
"ILMN_1655404","","",""
"ILMN_1655405","SCARF2","scavenger receptor class F member 2","91179"
"ILMN_1655408","","",""
"ILMN_1655413","","",""
"ILMN_1655418","CAPNS1","calpain small subunit 1","826"
"ILMN_1655421","","",""
"ILMN_1655426","","",""
"ILMN_1655428","","",""
"ILMN_1655429","TNFAIP1","TNF alpha induced protein 1","7126"
"ILMN_1655444","","",""
"ILMN_1655446","XKR6","XK related 6","286046"
"ILMN_1655449","OR5R1","olfactory receptor family 5 subfamily R member 1 (gene/pseudogene)","219479"
"ILMN_1655454","","",""
"ILMN_1655462","","",""
"ILMN_1655468","DSG3","desmoglein 3","1830"
"ILMN_1655474","RNASE9","ribonuclease A family member 9 (inactive)","390443"
"ILMN_1655479","","",""
"ILMN_1655482","TRIM27","tripartite motif containing 27","5987"
"ILMN_1655497","EIF4B","eukaryotic translation initiation factor 4B","1975"
"ILMN_1655498","C16orf92","chromosome 16 open reading frame 92","146378"
"ILMN_1655510","","",""
"ILMN_1655517","","",""
"ILMN_1655519","","",""
"ILMN_1655521","DMRTA1","DMRT like family A1","63951"
"ILMN_1655529","","",""
"ILMN_1655532","ASB6","ankyrin repeat and SOCS box containing 6","140459"
"ILMN_1655545","ZMYND12","zinc finger MYND-type containing 12","84217"
"ILMN_1655549","SIGLEC10","sialic acid binding Ig like lectin 10","89790"
"ILMN_1655551","","",""
"ILMN_1655557","INTS6","integrator complex subunit 6","26512"
"ILMN_1655561","ARPC3","actin related protein 2/3 complex subunit 3","10094"
"ILMN_1655563","CTIF","cap binding complex dependent translation initiation factor","9811"
"ILMN_1655565","UGT3A2","UDP glycosyltransferase family 3 member A2","167127"
"ILMN_1655572","AGPAT4-IT1","AGPAT4 intronic transcript 1","79992"
"ILMN_1655577","TIAM1","T-cell lymphoma invasion and metastasis 1","7074"
"ILMN_1655595","SERPINE2","serpin family E member 2","5270"
"ILMN_1655605","","",""
"ILMN_1655608","KLHL18","kelch like family member 18","23276"
"ILMN_1655610","RET","ret proto-oncogene","5979"
"ILMN_1655611","TSHZ2","teashirt zinc finger homeobox 2","128553"
"ILMN_1655612","ARRDC2","arrestin domain containing 2","27106"
"ILMN_1655615","","",""
"ILMN_1655622","THAP12","THAP domain containing 12","5612"
"ILMN_1655623","","",""
"ILMN_1655624","","",""
"ILMN_1655625","GPATCH1","G-patch domain containing 1","55094"
"ILMN_1655635","METTL3","methyltransferase like 3","56339"
"ILMN_1655637","UPK1A","uroplakin 1A","11045"
"ILMN_1655642","FANCI","Fanconi anemia complementation group I","55215"
"ILMN_1655644","ZNF804A","zinc finger protein 804A","91752"
"ILMN_1655645","AK2","adenylate kinase 2","204"
"ILMN_1655659","","",""
"ILMN_1655663","P3H4","prolyl 3-hydroxylase family member 4 (non-enzymatic)","10609"
"ILMN_1655684","SARS2","seryl-tRNA synthetase 2, mitochondrial","54938"
"ILMN_1655690","CDR1","cerebellar degeneration related protein 1","1038"
"ILMN_1655694","","",""
"ILMN_1655701","","",""
"ILMN_1655702","ABHD5","abhydrolase domain containing 5","51099"
"ILMN_1655710","","",""
"ILMN_1655711","PRLHR","prolactin releasing hormone receptor","2834"
"ILMN_1655713","OR2M7","olfactory receptor family 2 subfamily M member 7","391196"
"ILMN_1655715","","",""
"ILMN_1655720","CNNM4","cyclin and CBS domain divalent metal cation transport mediator 4","26504"
"ILMN_1655722","BCL2L15","BCL2 like 15","440603"
"ILMN_1655734","RPF1","ribosome production factor 1 homolog","80135"
"ILMN_1655740","SNAI2","snail family transcriptional repressor 2","6591"
"ILMN_1655754","","",""
"ILMN_1655758","","",""
"ILMN_1655766","ANKRD34B","ankyrin repeat domain 34B","340120"
"ILMN_1655771","","",""
"ILMN_1655773","","",""
"ILMN_1655788","ZNF780A","zinc finger protein 780A","284323"
"ILMN_1655789","","",""
"ILMN_1655819","","",""
"ILMN_1655821","CAPG","capping actin protein, gelsolin like","822"
"ILMN_1655827","COPS2","COP9 signalosome subunit 2","9318"
"ILMN_1655842","","",""
"ILMN_1655849","GSC","goosecoid homeobox","145258"
"ILMN_1655860","","",""
"ILMN_1655863","","",""
"ILMN_1655867","HRASLS","HRAS like suppressor","57110"
"ILMN_1655880","CHST11","carbohydrate (chondroitin 4) sulfotransferase 11","50515"
"ILMN_1655892","MMGT1","membrane magnesium transporter 1","93380"
"ILMN_1655904","ROR1","receptor tyrosine kinase like orphan receptor 1","4919"
"ILMN_1655906","FBXW7","F-box and WD repeat domain containing 7","55294"
"ILMN_1655909","","",""
"ILMN_1655913","NUCB2","nucleobindin 2","4925"
"ILMN_1655915","MMP11","matrix metallopeptidase 11","4320"
"ILMN_1655921","GTF2E1","general transcription factor IIE subunit 1","2960"
"ILMN_1655922","PPP6R2","protein phosphatase 6 regulatory subunit 2","9701"
"ILMN_1655924","TRNT1","tRNA nucleotidyl transferase 1","51095"
"ILMN_1655930","ELL2","elongation factor for RNA polymerase II 2","22936"
"ILMN_1655935","ADCY7","adenylate cyclase 7","113"
"ILMN_1655938","","",""
"ILMN_1655940","","",""
"ILMN_1655941","","",""
"ILMN_1655952","WASH1","WAS protein family homolog 1","100287171"
"ILMN_1655955","","",""
"ILMN_1655961","","",""
"ILMN_1655974","PDE6B","phosphodiesterase 6B","5158"
"ILMN_1655980","","",""
"ILMN_1655985","","",""
"ILMN_1655987","STAB1","stabilin 1","23166"
"ILMN_1656011","RGS1","regulator of G-protein signaling 1","5996"
"ILMN_1656015","","",""
"ILMN_1656016","DHX9","DEAH-box helicase 9","1660"
"ILMN_1656017","NRF1","nuclear respiratory factor 1","4899"
"ILMN_1656019","","",""
"ILMN_1656021","DAZ4","deleted in azoospermia 4","57135"
"ILMN_1656024","","",""
"ILMN_1656040","NTN3","netrin 3","4917"
"ILMN_1656045","CELF6","CUGBP, Elav-like family member 6","60677"
"ILMN_1656051","KRTAP19-4","keratin associated protein 19-4","337971"
"ILMN_1656052","","",""
"ILMN_1656057","PLAU","plasminogen activator, urokinase","5328"
"ILMN_1656066","TNPO2","transportin 2","30000"
"ILMN_1656069","","",""
"ILMN_1656074","","",""
"ILMN_1656088","CCDC190","coiled-coil domain containing 190","339512"
"ILMN_1656097","SLCO1A2","solute carrier organic anion transporter family member 1A2","6579"
"ILMN_1656111","MYLIP","myosin regulatory light chain interacting protein","29116"
"ILMN_1656118","ZBTB7A","zinc finger and BTB domain containing 7A","51341"
"ILMN_1656123","","",""
"ILMN_1656129","SLC39A10","solute carrier family 39 member 10","57181"
"ILMN_1656131","","",""
"ILMN_1656132","PNLDC1","PARN like, ribonuclease domain containing 1","154197"
"ILMN_1656137","","",""
"ILMN_1656145","GOT1","glutamic-oxaloacetic transaminase 1","2805"
"ILMN_1656149","C11orf80","chromosome 11 open reading frame 80","79703"
"ILMN_1656159","ATP10D","ATPase phospholipid transporting 10D (putative)","57205"
"ILMN_1656165","USP9X","ubiquitin specific peptidase 9, X-linked","8239"
"ILMN_1656169","","",""
"ILMN_1656170","JAKMIP1","janus kinase and microtubule interacting protein 1","152789"
"ILMN_1656171","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19","171019"
"ILMN_1656176","","",""
"ILMN_1656181","","",""
"ILMN_1656182","","",""
"ILMN_1656184","PI4KAP1","phosphatidylinositol 4-kinase alpha pseudogene 1","728233"
"ILMN_1656186","SLC41A1","solute carrier family 41 member 1","254428"
"ILMN_1656187","","",""
"ILMN_1656189","","",""
"ILMN_1656192","ZNF704","zinc finger protein 704","619279"
"ILMN_1656193","ACTL9","actin like 9","284382"
"ILMN_1656194","TSPAN10","tetraspanin 10","83882"
"ILMN_1656196","E2F6","E2F transcription factor 6","1876"
"ILMN_1656199","","",""
"ILMN_1656200","KATNAL2","katanin catalytic subunit A1 like 2","83473"
"ILMN_1656201","","",""
"ILMN_1656208","","",""
"ILMN_1656218","","",""
"ILMN_1656221","OR2T27","olfactory receptor family 2 subfamily T member 27","403239"
"ILMN_1656225","DUPD1","dual specificity phosphatase and pro isomerase domain containing 1","338599"
"ILMN_1656232","","",""
"ILMN_1656242","C1R","complement C1r subcomponent","715"
"ILMN_1656248","CLMP","CXADR like membrane protein","79827"
"ILMN_1656250","NKX6-3","NK6 homeobox 3","157848"
"ILMN_1656251","","",""
"ILMN_1656254","NOTCH2NL","notch 2 N-terminal like","388677"
"ILMN_1656257","","",""
"ILMN_1656280","","",""
"ILMN_1656285","METTL7A","methyltransferase like 7A","25840"
"ILMN_1656287","SPOCK2","sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2","9806"
"ILMN_1656291","TSKS","testis specific serine kinase substrate","60385"
"ILMN_1656292","","",""
"ILMN_1656293","GOSR2","golgi SNAP receptor complex member 2","9570"
"ILMN_1656297","YBEY","ybeY metallopeptidase (putative)","54059"
"ILMN_1656300","GFRA2","GDNF family receptor alpha 2","2675"
"ILMN_1656301","","",""
"ILMN_1656303","SNORD28","small nucleolar RNA, C/D box 28","9300"
"ILMN_1656310","IDO1","indoleamine 2,3-dioxygenase 1","3620"
"ILMN_1656318","","",""
"ILMN_1656321","LTBP1","latent transforming growth factor beta binding protein 1","4052"
"ILMN_1656325","","",""
"ILMN_1656327","GLT1D1","glycosyltransferase 1 domain containing 1","144423"
"ILMN_1656330","CCKAR","cholecystokinin A receptor","886"
"ILMN_1656335","RIT1","Ras like without CAAX 1","6016"
"ILMN_1656338","PTPRS","protein tyrosine phosphatase, receptor type S","5802"
"ILMN_1656344","","",""
"ILMN_1656361","ARHGAP27","Rho GTPase activating protein 27","201176"
"ILMN_1656364","ASB12","ankyrin repeat and SOCS box containing 12","142689"
"ILMN_1656369","C8orf4","chromosome 8 open reading frame 4","56892"
"ILMN_1656371","TRPA1","transient receptor potential cation channel subfamily A member 1","8989"
"ILMN_1656372","PES1","pescadillo ribosomal biogenesis factor 1","23481"
"ILMN_1656373","BNC2","basonuclin 2","54796"
"ILMN_1656379","","",""
"ILMN_1656380","","",""
"ILMN_1656383","SOHLH1","spermatogenesis and oogenesis specific basic helix-loop-helix 1","402381"
"ILMN_1656386","SEC24D","SEC24 homolog D, COPII coat complex component","9871"
"ILMN_1656395","MYOT","myotilin","9499"
"ILMN_1656401","","",""
"ILMN_1656402","","",""
"ILMN_1656404","ZNF251","zinc finger protein 251","90987"
"ILMN_1656407","","",""
"ILMN_1656409","STON1-GTF2A1L","STON1-GTF2A1L readthrough","286749"
"ILMN_1656410","TRPC6","transient receptor potential cation channel subfamily C member 6","7225"
"ILMN_1656413","ZMPSTE24","zinc metallopeptidase STE24","10269"
"ILMN_1656415","CDKN2C","cyclin dependent kinase inhibitor 2C","1031"
"ILMN_1656419","","",""
"ILMN_1656420","","",""
"ILMN_1656421","","",""
"ILMN_1656422","GPR87","G protein-coupled receptor 87","53836"
"ILMN_1656427","GID4","GID complex subunit 4 homolog","79018"
"ILMN_1656429","","",""
"ILMN_1656436","","",""
"ILMN_1656448","","",""
"ILMN_1656452","C16orf59","chromosome 16 open reading frame 59","80178"
"ILMN_1656486","DNAJC10","DnaJ heat shock protein family (Hsp40) member C10","54431"
"ILMN_1656492","","",""
"ILMN_1656495","NOTO","notochord homeobox","344022"
"ILMN_1656496","EPC2","enhancer of polycomb homolog 2","26122"
"ILMN_1656501","DUSP5","dual specificity phosphatase 5","1847"
"ILMN_1656502","","",""
"ILMN_1656504","ZNF304","zinc finger protein 304","57343"
"ILMN_1656509","","",""
"ILMN_1656527","","",""
"ILMN_1656530","","",""
"ILMN_1656534","","",""
"ILMN_1656545","","",""
"ILMN_1656546","ARHGEF11","Rho guanine nucleotide exchange factor 11","9826"
"ILMN_1656554","OR4M2","olfactory receptor family 4 subfamily M member 2","390538"
"ILMN_1656560","PARM1","prostate androgen-regulated mucin-like protein 1","25849"
"ILMN_1656562","","",""
"ILMN_1656576","ATCAY","ATCAY, caytaxin","85300"
"ILMN_1656577","KCNH7","potassium voltage-gated channel subfamily H member 7","90134"
"ILMN_1656579","","",""
"ILMN_1656589","","",""
"ILMN_1656593","AK5","adenylate kinase 5","26289"
"ILMN_1656595","STAC3","SH3 and cysteine rich domain 3","246329"
"ILMN_1656600","","",""
"ILMN_1656604","","",""
"ILMN_1656615","DNAAF5","dynein axonemal assembly factor 5","54919"
"ILMN_1656617","CCDC184","coiled-coil domain containing 184","387856"
"ILMN_1656619","","",""
"ILMN_1656624","","",""
